stock,strike,maturity,spot,vol,div_yield,price,delta,gamma,theta,vega,moneyness
TSLA,300.0,0.4,200.0,0.45,0.0,2.547174669923791,0.10487602243713423,0.00319179672344839,-0.036425581715934366,0.2298093640882841,1.5
TSLA,300.0,0.5,200.0,0.45,0.0,3.9481451652105797,0.1392427293437838,0.0034845802023375037,-0.03997413105078852,0.3136122182103753,1.5
TSLA,300.0,0.6,200.0,0.45,0.0,5.444875718350033,0.16991060638477784,0.0036286730656877337,-0.04182704336221215,0.3918966910942753,1.5
TSLA,300.0,0.7000000000000001,200.0,0.45,0.0,6.989582984337943,0.1972436913955246,0.0036869953501932474,-0.04268908020322737,0.46456141412434915,1.5
TSLA,300.0,0.8,200.0,0.45,0.0,8.5540181482138,0.22172281789568787,0.0036947163308220397,-0.04295729328341846,0.5320391516383738,1.5
TSLA,300.0,0.9,200.0,0.45,0.0,10.12108157079377,0.2437923995200067,0.003672091967224837,-0.04286224776417737,0.5948788986904234,1.5
TSLA,300.0,1.0,200.0,0.45,0.0,11.680246592855738,0.26382769593211786,0.0036311690959685717,-0.042542303261764586,0.653610437274343,1.5
TSLA,310.0,0.1,200.0,0.45,0.0,0.010682238680390366,0.0013743134808027468,0.0001582905444691799,-0.0017708501760267995,0.0028492298004452387,1.55
TSLA,310.0,0.2,200.0,0.45,0.0,0.27423027040043735,0.01983315726371926,0.0011944378141645524,-0.01345567444113235,0.042999761309923897,1.55
TSLA,310.0,0.30000000000000004,200.0,0.45,0.0,0.9748705445354382,0.05149699124288404,0.0021419439745331056,-0.024277708632712065,0.11566497462478774,1.55
TSLA,310.0,0.4,200.0,0.45,0.0,1.9990115520808658,0.08542788460943251,0.0027440725360781872,-0.03127458925619937,0.19757322259762947,1.55
TSLA,310.0,0.5,200.0,0.45,0.0,3.2244233374638327,0.11765791948050924,0.0030998743568325508,-0.03550858727765641,0.2789886921149296,1.55
TSLA,310.0,0.6,200.0,0.45,0.0,4.570165351909999,0.1471837694332781,0.0033024048273246594,-0.03800567485304051,0.3566597213510633,1.55
TSLA,310.0,0.7000000000000001,200.0,0.45,0.0,5.985779755699653,0.17396818858764768,0.003410503646984405,-0.039421087478146405,0.429723459520035,1.55
TSLA,310.0,0.8,200.0,0.45,0.0,7.43964060978454,0.19825944980336702,0.0034595899183462345,-0.0401522853597809,0.49818094824185777,1.55
TSLA,310.0,0.9,200.0,0.45,0.0,8.91156700132494,0.22036439245644796,0.003471182305628483,-0.04044250566464288,0.5623315335118143,1.55
TSLA,310.0,1.0,200.0,0.45,0.0,10.3884522025025,0.24057460719122342,0.0034586501008997453,-0.040444006283174835,0.6225570181619542,1.55
TSLA,320.0,0.1,200.0,0.45,0.0,0.004765234444272071,0.0006462428492307604,7.915766232795927e-05,-0.0008851457510582813,0.001424837921903267,1.6
TSLA,320.0,0.2,200.0,0.45,0.0,0.1769893021292046,0.01338114453108974,0.0008527279767145515,-0.009598720815823861,0.030698207161723855,1.6
TSLA,320.0,0.30000000000000004,200.0,0.45,0.0,0.7147738175903449,0.03926159715052946,0.0017218344847574035,-0.019496385138404917,0.09297906217689982,1.6
TSLA,320.0,0.4,200.0,0.45,0.0,1.5654705608521926,0.06930158273079146,0.002340706952578003,-0.026645918020950777,0.16853090058561623,1.6
TSLA,320.0,0.5,200.0,0.45,0.0,2.6300493838370542,0.09912508287285166,0.002740037126854254,-0.031345341664587384,0.2466033414168829,1.6
TSLA,320.0,0.6,200.0,0.45,0.0,3.833172497684199,0.12721156697119246,0.0029891652978694355,-0.034351513080280276,0.32282985216989907,1.6
TSLA,320.0,0.7000000000000001,200.0,0.45,0.0,5.124149871101295,0.15317138824694226,0.0031397890605623625,-0.03623657055025564,0.3956134216308576,1.6
TSLA,320.0,0.8,200.0,0.45,0.0,6.469447368528851,0.1770320787080828,0.0032257323218429132,-0.03737795964637139,0.4645054543453796,1.6
TSLA,320.0,0.9,200.0,0.45,0.0,7.846694901172672,0.1989627026385966,0.003268705698953226,-0.03801965751586712,0.5295303232304225,1.6
TSLA,320.0,1.0,200.0,0.45,0.0,9.240759798894729,0.2191674469883464,0.00328277245175617,-0.0383207754016109,0.5908990413161106,1.6
TSLA,330.0,0.1,200.0,0.45,0.0,0.002088722860570255,0.0002974991656292114,3.856227852153704e-05,-0.00043102863073296013,0.0006941210133876668,1.65
TSLA,330.0,0.2,200.0,0.45,0.0,0.11348617808504535,0.008945333317229798,0.0006006843460504524,-0.00675694030468918,0.021624636457816288,1.65
TSLA,330.0,0.30000000000000004,200.0,0.45,0.0,0.5223536092703274,0.029771210707791707,0.0013715634268721322,-0.015516355204049028,0.07406442505109516,1.65
TSLA,330.0,0.4,200.0,0.45,0.0,1.223711415163244,0.05601514189947149,0.0019827405355852617,-0.02254708358469844,0.14275731856213883,1.65
TSLA,330.0,0.5,200.0,0.45,0.0,2.142992861244048,0.08329274712553886,0.002408196358732034,-0.027516455846964424,0.21673767228588312,1.65
TSLA,330.0,0.6,200.0,0.45,0.0,3.2131796251082214,0.10973254764315138,0.0026925459161248086,-0.0309026782421258,0.29079495894147933,1.65
TSLA,330.0,0.7000000000000001,200.0,0.45,0.0,4.38536671702709,0.1346539898019946,0.0028783301992117774,-0.033173002552534615,0.3626696051006839,1.65
TSLA,330.0,0.8,200.0,0.45,0.0,5.625429916611715,0.15788513677827154,0.0029963233945665244,-0.03466888136102815,0.4314705688175795,1.65
TSLA,330.0,0.9,200.0,0.45,0.0,6.909655547729908,0.1794632467772725,0.003067504702501635,-0.03562480526379757,0.4969357618052648,1.65
TSLA,330.0,1.0,200.0,0.45,0.0,8.221432574957628,0.19950531315620768,0.0031060571576504185,-0.03620033997153389,0.5590902883770753,1.65
TSLA,340.0,0.1,200.0,0.45,0.0,0.0009013396982197192,0.00013438928608200396,1.8354805319767897e-05,-0.00020508627916554408,0.0003303864957558221,1.7
TSLA,340.0,0.2,200.0,0.45,0.0,0.0723493564797495,0.005931160647030476,0.0004181396506964059,-0.004700666413093071,0.015053027425070612,1.7
TSLA,340.0,0.30000000000000004,200.0,0.45,0.0,0.3806449668777123,0.022466222620596776,0.0010837278843840547,-0.012250273761370561,0.058521305756738966,1.7
TSLA,340.0,0.4,200.0,0.45,0.0,0.9550743446546495,0.045130171522056006,0.0016691097516280246,-0.01896250326928392,0.12017590211721778,1.7
TSLA,340.0,0.5,200.0,0.45,0.0,1.7446405351055532,0.06982740313584146,0.0021058124965981947,-0.02403549976181902,0.18952312469383756,1.7
TSLA,340.0,0.6,200.0,0.45,0.0,2.692296881848673,0.09449106771830107,0.0024148868361398594,-0.027683315122199074,0.26080777830310486,1.7
TSLA,340.0,0.7000000000000001,200.0,0.45,0.0,3.7524871591122597,0.1182166310087977,0.002628667228987162,-0.030257312488358765,0.3312120708523824,1.7
TSLA,340.0,0.8,200.0,0.45,0.0,4.891626076198584,0.14066016849399682,0.0027738289705811596,-0.03205154926933072,0.39943137176368704,1.7
TSLA,340.0,0.9,200.0,0.45,0.0,6.0854254240258925,0.1617377551917612,0.0028698685693827157,-0.03328276772133294,0.46491870823999987,1.7
TSLA,340.0,1.0,200.0,0.45,0.0,7.316315514018864,0.1814826053162492,0.002930588459418119,-0.03410544485377535,0.5275059226952614,1.7
TSLA,350.0,0.1,200.0,0.45,0.0,0.0003835907711311759,5.96955448455283e-05,8.558415576973365e-06,-9.559642041288114e-05,0.00015405148038552055,1.75
TSLA,350.0,0.2,200.0,0.45,0.0,0.0458906645710333,0.0039040872734908416,0.0002880130149771978,-0.0032360308122197094,0.01036846853917912,1.75
TSLA,350.0,0.30000000000000004,200.0,0.45,0.0,0.27669660552440556,0.016881338946361846,0.0008501457738869242,-0.009602963857306858,0.04590787178989393,1.75
TSLA,350.0,0.4,200.0,0.45,0.0,0.744437123142065,0.03625697534121247,0.0013973308334424292,-0.015861175436558485,0.1006078200078549,1.75
TSLA,350.0,0.5,200.0,0.45,0.0,1.4193685262005467,0.05841994381101545,0.001833068792393032,-0.02090197538058036,0.16497619131537292,1.75
TSLA,350.0,0.6,200.0,0.45,0.0,2.2551598982724492,0.08124320165930349,0.0021575075661191536,-0.024706233565628326,0.23301081714086863,1.75
TSLA,350.0,0.7000000000000001,200.0,0.45,0.0,3.2107259906502854,0.10366492364677565,0.002392544737140722,-0.027507537973134308,0.30146063687973096,1.75
TSLA,350.0,0.8,200.0,0.45,0.0,4.253943470692235,0.125200039626908,0.002560093463509126,-0.02954547894878287,0.36865345874531413,1.75
TSLA,350.0,0.9,200.0,0.45,0.0,5.360623464872653,0.14565728680135137,0.0026775957798703238,-0.03101282078461031,0.43377051633899233,1.75
TSLA,350.0,1.0,200.0,0.45,0.0,6.512714432815244,0.16499197764461038,0.0027580576181403735,-0.032054375275042866,0.49645037126526714,1.75
